h[m], water_content[-], rel_perm[-]
  4.675676,   0.158861,   0.239594
  4.684685,   0.158807,   0.239398
  4.693694,   0.158753,   0.239203
  4.702703,   0.158700,   0.239008
  4.711712,   0.158646,   0.238814
  4.720721,   0.158593,   0.238621
  4.729730,   0.158540,   0.238428
  4.738739,   0.158487,   0.238235
  4.747748,   0.158434,   0.238044
  4.756757,   0.158381,   0.237852
  4.765766,   0.158328,   0.237661
  4.774775,   0.158276,   0.237471
  4.783784,   0.158223,   0.237281
  4.792793,   0.158171,   0.237091
  4.801802,   0.158119,   0.236903
  4.810811,   0.158067,   0.236714
  4.819820,   0.158016,   0.236526
  4.828829,   0.157964,   0.236339
  4.837838,   0.157912,   0.236152
  4.846847,   0.157861,   0.235965
  4.855856,   0.157810,   0.235780
  4.864865,   0.157759,   0.235594
  4.873874,   0.157708,   0.235409
  4.882883,   0.157657,   0.235225
  4.891892,   0.157607,   0.235041
  4.900901,   0.157556,   0.234857
  4.909910,   0.157506,   0.234674
  4.918919,   0.157455,   0.234491
  4.927928,   0.157405,   0.234309
  4.936937,   0.157355,   0.234128
  4.945946,   0.157306,   0.233946
  4.954955,   0.157256,   0.233766
  4.963964,   0.157206,   0.233585
  4.972973,   0.157157,   0.233406
  4.981982,   0.157108,   0.233226
  4.990991,   0.157058,   0.233047
  5.000000,   0.157009,   0.232869
  5.009009,   0.156960,   0.232691
  5.018018,   0.156912,   0.232514
  5.027027,   0.156863,   0.232336
  5.036036,   0.156814,   0.232160
  5.045045,   0.156766,   0.231984
  5.054054,   0.156718,   0.231808
  5.063063,   0.156670,   0.231633
  5.072072,   0.156622,   0.231458
  5.081081,   0.156574,   0.231283
  5.090090,   0.156526,   0.231109
  5.099099,   0.156478,   0.230936
  5.108108,   0.156431,   0.230763
  5.117117,   0.156383,   0.230590
  5.126126,   0.156336,   0.230418
  5.135135,   0.156289,   0.230246
  5.144144,   0.156242,   0.230074
  5.153153,   0.156195,   0.229903
  5.162162,   0.156148,   0.229733
  5.171171,   0.156101,   0.229563
  5.180180,   0.156055,   0.229393
  5.189189,   0.156008,   0.229224
  5.198198,   0.155962,   0.229055
  5.207207,   0.155916,   0.228886
  5.216216,   0.155870,   0.228718
  5.225225,   0.155824,   0.228551
  5.234234,   0.155778,   0.228383
  5.243243,   0.155732,   0.228216
  5.252252,   0.155687,   0.228050
  5.261261,   0.155641,   0.227884
  5.270270,   0.155596,   0.227718
  5.279279,   0.155550,   0.227553
  5.288288,   0.155505,   0.227388
  5.297297,   0.155460,   0.227224
  5.306306,   0.155415,   0.227060
  5.315315,   0.155371,   0.226896
  5.324324,   0.155326,   0.226733
  5.333333,   0.155281,   0.226570
  5.342342,   0.155237,   0.226407
  5.351351,   0.155192,   0.226245
  5.360360,   0.155148,   0.226084
  5.369369,   0.155104,   0.225922
  5.378378,   0.155060,   0.225761
  5.387387,   0.155016,   0.225601
  5.396396,   0.154972,   0.225440
  5.405405,   0.154928,   0.225281
  5.414414,   0.154885,   0.225121
  5.423423,   0.154841,   0.224962
  5.432432,   0.154798,   0.224803
  5.441441,   0.154754,   0.224645
  5.450450,   0.154711,   0.224487
  5.459459,   0.154668,   0.224330
  5.468468,   0.154625,   0.224172
  5.477477,   0.154582,   0.224015
  5.486486,   0.154539,   0.223859
  5.495495,   0.154497,   0.223703
  5.504505,   0.154454,   0.223547
  5.513514,   0.154412,   0.223392
  5.522523,   0.154369,   0.223237
  5.531532,   0.154327,   0.223082
  5.540541,   0.154285,   0.222927
  5.549550,   0.154243,   0.222773
  5.558559,   0.154201,   0.222620
  5.567568,   0.154159,   0.222467
  5.576577,   0.154117,   0.222314
  5.585586,   0.154075,   0.222161
  5.594595,   0.154034,   0.222009
  5.603604,   0.153992,   0.221857
  5.612613,   0.153951,   0.221705
  5.621622,   0.153910,   0.221554
  5.630631,   0.153868,   0.221403
  5.639640,   0.153827,   0.221253
  5.648649,   0.153786,   0.221103
  5.657658,   0.153746,   0.220953
  5.666667,   0.153705,   0.220803
  5.675676,   0.153664,   0.220654
  5.684685,   0.153623,   0.220505
  5.693694,   0.153583,   0.220357
  5.702703,   0.153542,   0.220208
  5.711712,   0.153502,   0.220061
  5.720721,   0.153462,   0.219913
  5.729730,   0.153422,   0.219766
  5.738739,   0.153382,   0.219619
  5.747748,   0.153342,   0.219473
  5.756757,   0.153302,   0.219326
  5.765766,   0.153262,   0.219180
  5.774775,   0.153222,   0.219035
  5.783784,   0.153183,   0.218890
  5.792793,   0.153143,   0.218745
  5.801802,   0.153104,   0.218600
  5.810811,   0.153065,   0.218456
  5.819820,   0.153025,   0.218312
  5.828829,   0.152986,   0.218168
  5.837838,   0.152947,   0.218025
  5.846847,   0.152908,   0.217882
  5.855856,   0.152869,   0.217739
  5.864865,   0.152830,   0.217597
  5.873874,   0.152792,   0.217455
  5.882883,   0.152753,   0.217313
  5.891892,   0.152715,   0.217171
  5.900901,   0.152676,   0.217030
  5.909910,   0.152638,   0.216889
  5.918919,   0.152600,   0.216749
  5.927928,   0.152561,   0.216608
  5.936937,   0.152523,   0.216468
  5.945946,   0.152485,   0.216329
  5.954955,   0.152447,   0.216189
  5.963964,   0.152409,   0.216050
  5.972973,   0.152372,   0.215911
  5.981982,   0.152334,   0.215773
  5.990991,   0.152296,   0.215635
  6.000000,   0.152259,   0.215497
  6.009009,   0.152221,   0.215359
  6.018018,   0.152184,   0.215222
  6.027027,   0.152147,   0.215085
  6.036036,   0.152110,   0.214948
  6.045045,   0.152073,   0.214812
  6.054054,   0.152036,   0.214676
  6.063063,   0.151999,   0.214540
  6.072072,   0.151962,   0.214404
  6.081081,   0.151925,   0.214269
  6.090090,   0.151888,   0.214134
  6.099099,   0.151852,   0.213999
  6.108108,   0.151815,   0.213865
  6.117117,   0.151779,   0.213730
  6.126126,   0.151742,   0.213596
  6.135135,   0.151706,   0.213463
  6.144144,   0.151670,   0.213330
  6.153153,   0.151634,   0.213196
  6.162162,   0.151597,   0.213064
  6.171171,   0.151561,   0.212931
  6.180180,   0.151526,   0.212799
  6.189189,   0.151490,   0.212667
  6.198198,   0.151454,   0.212535
  6.207207,   0.151418,   0.212404
  6.216216,   0.151383,   0.212273
  6.225225,   0.151347,   0.212142
  6.234234,   0.151312,   0.212011
  6.243243,   0.151276,   0.211881
  6.252252,   0.151241,   0.211751
  6.261261,   0.151206,   0.211621
  6.270270,   0.151171,   0.211491
  6.279279,   0.151135,   0.211362
  6.288288,   0.151100,   0.211233
  6.297297,   0.151066,   0.211104
  6.306306,   0.151031,   0.210976
  6.315315,   0.150996,   0.210847
  6.324324,   0.150961,   0.210719
  6.333333,   0.150927,   0.210592
  6.342342,   0.150892,   0.210464
  6.351351,   0.150857,   0.210337
  6.360360,   0.150823,   0.210210
  6.369369,   0.150789,   0.210083
  6.378378,   0.150754,   0.209957
  6.387387,   0.150720,   0.209831
  6.396396,   0.150686,   0.209705
  6.405405,   0.150652,   0.209579
  6.414414,   0.150618,   0.209453
  6.423423,   0.150584,   0.209328
  6.432432,   0.150550,   0.209203
  6.441441,   0.150516,   0.209079
  6.450450,   0.150483,   0.208954
  6.459459,   0.150449,   0.208830
  6.468468,   0.150415,   0.208706
  6.477477,   0.150382,   0.208582
  6.486486,   0.150348,   0.208459
  6.495495,   0.150315,   0.208335
  6.504505,   0.150282,   0.208212
  6.513514,   0.150249,   0.208090
  6.522523,   0.150215,   0.207967
  6.531532,   0.150182,   0.207845
  6.540541,   0.150149,   0.207723
  6.549550,   0.150116,   0.207601
  6.558559,   0.150083,   0.207480
  6.567568,   0.150050,   0.207358
  6.576577,   0.150018,   0.207237
  6.585586,   0.149985,   0.207116
  6.594595,   0.149952,   0.206996
  6.603604,   0.149920,   0.206875
  6.612613,   0.149887,   0.206755
  6.621622,   0.149855,   0.206635
  6.630631,   0.149822,   0.206515
  6.639640,   0.149790,   0.206396
  6.648649,   0.149758,   0.206277
  6.657658,   0.149726,   0.206158
  6.666667,   0.149694,   0.206039
  6.675676,   0.149661,   0.205920
  6.684685,   0.149629,   0.205802
  6.693694,   0.149598,   0.205684
  6.702703,   0.149566,   0.205566
  6.711712,   0.149534,   0.205448
  6.720721,   0.149502,   0.205331
  6.729730,   0.149470,   0.205214
  6.738739,   0.149439,   0.205097
  6.747748,   0.149407,   0.204980
  6.756757,   0.149376,   0.204863
  6.765766,   0.149344,   0.204747
  6.774775,   0.149313,   0.204631
  6.783784,   0.149282,   0.204515
  6.792793,   0.149250,   0.204399
  6.801802,   0.149219,   0.204284
  6.810811,   0.149188,   0.204169
  6.819820,   0.149157,   0.204054
  6.828829,   0.149126,   0.203939
  6.837838,   0.149095,   0.203824
  6.846847,   0.149064,   0.203710
  6.855856,   0.149033,   0.203596
  6.864865,   0.149003,   0.203482
  6.873874,   0.148972,   0.203368
  6.882883,   0.148941,   0.203254
  6.891892,   0.148911,   0.203141
  6.900901,   0.148880,   0.203028
  6.909910,   0.148850,   0.202915
  6.918919,   0.148819,   0.202802
  6.927928,   0.148789,   0.202690
  6.936937,   0.148758,   0.202578
